Upper,,Lower,
X,Y,X,Y
0.1348034578744315,0.0014111539940233828,121.31926875700688,0.0006138427314476454
0.39289804323368926,0.0020578431770209814,123.75194028209188,0.0006719775528576943
0.6007790598292608,0.002810028225713603,126.17362851490697,0.0006070995008447197
0.7628941455652694,0.004410909433879871,128.5976155763367,0.0005679683293156289
0.7068381175429153,0.0035401303574515083,131.02900997441355,0.0006117993282346336
0.8749009320737837,0.00613487704723888,133.45861639467904,0.0006356049756661708
0.8185290954428535,0.005211326352317358,135.88056005289576,0.0005735876881514008
0.9731110931689457,0.0072526651952482465,138.29765062848162,0.00045721587517064816
1.171197080191936,0.008310085535186845,140.72214854071456,0.0004238062326379771
1.3267046227187365,0.009413716502102147,143.14945613236543,0.00042186499958562357
1.4294292678735019,0.008737019974639118,145.57548659700814,0.0004056199440422119
1.6676752821837155,0.00776624957656322,147.99921823303626,0.0003636280080149164
1.6422632161469188,0.006918366624256659,150.4234607198676,0.00032735760098404065
1.6573167598224057,0.009433813772430442,152.85255628932987,0.00034544171941915114
1.8009465150030586,0.006246559603575921,155.28267356039862,0.00037496889584710813
1.709504132389693,0.0054100489192642105,157.71457880927872,0.00042452142376252916
1.8838041669399495,0.004798943471237986,160.14290810253607,0.0004340232487030117
2.0930694779364494,0.004083207473104235,162.5717482465967,0.0004492466026399175
2.3185297551508626,0.0034034213223502266,165.0064631748947,0.0005302675400356491
2.3300943656268345,0.002908386816854798,167.24118001371966,0.0006369587302947864
2.6935374393304503,0.004166441989980691,168.270544382272,0.0008375953832719246
2.800307066413401,0.0050152802633281965,170.20686049564748,0.0010006717309399733
3.043987244566912,0.005680802918275836,171.24601810630307,0.0014139767343353885
3.0110303604861635,0.006242409878459223,171.73177751036138,0.0017347041277966935
3.409501872357737,0.004857533863344168,173.66308546139783,0.0023271852404738065
3.4143179536385304,0.0056623010453648,173.43728940636055,0.0020639182790179976
3.4306610491323717,0.004145140699332198,172.77254479862916,0.0014157252373119683
3.5531789988296776,0.003377432078484996,173.99645209986272,0.0031479144920438136
3.6247254391027166,0.0025885674389492346,173.9160587791681,0.0028948375445391576
3.798130682595339,0.001827942405192403,174.0988411965716,0.0026763517644964006
4.302319126187941,0.0011159992684476594,174.08172769466267,0.002484680543116329
4.8127184724158845,0.0014418979620683184,174.229925512686,0.0018788472500159414
5.273956945242066,0.0020491979163611944,173.80510198470182,0.0016521214465167328
5.5420152922019135,0.002661595021596498,174.1678060550106,0.003448758179013099
5.9211841307621285,0.003391700311420484,175.06792517034026,0.00220184799589598
6.500052287180004,0.0030213326076261454,176.04531046966173,0.0014427109309937472
7.056591271120993,0.002560981556990062,175.4985723974815,0.0024937992299543764
7.66415439925435,0.0021305817947913953,176.23777350978685,0.0017102562679267852
8.067825474288561,0.002828293242168208,177.7396748713471,0.001161576962694203
