GBX1,,GBX2,,GBX3,
X,Y,X,Y,X,Y
2.4307753164556942,0.001192009614087817,1.7126758016491053,1.8126888028677737,2.56140365267305,0.009100919060767154
1.936878390596739,0.0009482936576746181,4.201384823061801,1.8059772607837061,5.054026710291929,0.011078537354415552
3.583201476793242,0.0007889235689651844,6.699981935942738,1.821217281759131,7.544383746949329,0.008025589113596077
4.15941455696202,0.0010836078839373438,9.19445901071191,1.8273108181264335,10.035152787417914,0.005887289333590395
5.730904775604145,0.0005439911513259871,11.280959611558657,1.8496375106560032,12.526333831697663,0.004663638014395843
9.057225738396617,0.0008941679671695272,13.133215445560907,1.8129112849258093,15.110304020023136,0.011873116133114259
8.048852848101262,0.0006455280764117678,15.227945822535908,1.8535080804601027,16.4803344075602,0.024106097863822562
11.88066983122362,0.0007962906768394888,16.24425622375597,1.8048648504935287,18.340531615022883,0.005009721215784246
12.802610759493668,0.0006026409841434974,18.736055273752484,1.8050131718655527,20.742808122619444,0.003976768803476638
14.243143459915608,0.0004468792748010715,21.228678331371363,1.8069907901592006,23.3245417188271,0.0062210124206423245
17.70042194092826,0.0003705770861029221,23.71985937565112,1.8057671388400056,25.81695877454038,0.007741306483884713
21.157700421940923,0.0004337237250255279,26.211452423742053,1.8054581359816235,28.308963826442493,0.008346952086314197
24.614978902953574,0.0006363191915688881,28.703663477549746,1.806521105814459,30.805706922173137,0.019471054988084546
28.07225738396624,0.000628425861703562,31.19505052373509,1.8057547787256705,32.13194719035085,0.04424484415413854
31.570693942133808,0.0006889413906710591,33.688497588976325,1.809561693940943,33.71053979287427,0.014613530054312207
33.834388185654,0.000875750197483767,36.178648623728144,1.8060514214697179,36.200278823814905,0.010188609122274705
37.29166666666665,0.0008073413386509446,38.67044767372466,1.8061997428417413,38.6961979119232,0.019483415102419244
40.748945147679315,0.0007389324798181222,41.16224672372119,1.8063480642137648,41.18717295429736,0.01780243955281957
43.226661392405056,0.0008215493324085308,43.742685450808004,1.805717698382665,43.677735992860356,0.015206815542406993
45.35864978902952,0.001038879014700499,46.14584482371422,1.8066447069578122,46.17200706572394,0.02084302767930346
48.815928270042185,0.0009809945956881097,48.63764387371075,1.8067930283298357,48.16937211346478,0.04284756265737588
51.024745077355824,0.0008625946477082242,51.06517032916371,1.817913011193494,50.32253345951775,0.015602339201135962
51.98510021097045,0.0006336880816137794,51.56019290829247,1.8412653872109876,52.81453851141986,0.016207984803564557
54.00184599156116,0.0004521414947112881,53.62165397751496,1.808004319534695,55.30777957475549,0.019557575788432757
57.459124472573826,0.0005073948037685677,56.113247025605894,1.8076953166763126,57.80122663999672,0.023364491003704302
60.91640295358648,0.000494239253993025,58.60484007369683,1.8073863138179305,60.29302568999325,0.023512812375727776
64.37368143459915,0.0003732081960580308,61.09663912369336,1.807534635189954,62.790180789535064,0.03555156373831103
67.8309599156118,0.0003337415467314017,63.58843817368987,1.8076829565619774,64.08556197225565,0.05328091174086502
71.28823839662445,0.00019166160915553947,66.08044322559198,1.8082886021644073,66.10866548665757,0.02706016518995913
74.7455168776371,0.00014693273991869468,68.57203627368293,1.8079795993060248,68.6023185538044,0.03132440463563757
78.20279535864975,0.0001785060593799976,71.06383532367943,1.8081279206780483,71.0928815923674,0.028728780625224992
81.66007383966243,0.000257439358033254,73.55563437367596,1.8082762420500718,73.58550464998626,0.0307063989188725
83.96492616033751,0.0004626659345317221,76.04784542748365,1.8093392118829077,76.0787457133219,0.034055989903739814
86.22862040385772,0.0008513184621863302,78.53985047938576,1.8099448574853372,78.57899084144753,0.05295460472241409
86.55788502109701,0.0006363191915688881,81.03164952938229,1.8100931788573607,79.86211785366999,0.06982086359824002
86.39325271247736,0.001787241860503521,83.52283057366205,1.8088695275381665,81.90303759002094,0.05681096039502709
86.68593237224565,0.001371275905695881,86.01689564462004,1.814048415444657,82.94696161031283,0.32090839975062924
86.55788502109701,0.001094342812554187,88.5076646850886,1.81191011566465,83.28242634984045,0.12274599031668565
86.55788502109701,0.0020623807872377315,89.54179425114205,1.8028254316282046,83.68196704572904,0.08778540691928871
89.1508438818565,0.0004087281804519968,91.82882740698378,1.8093639321115784,83.79687196578183,0.3758007911604544
88.28652426160335,0.0008941679671695272,94.3206264569803,1.809512253483602,83.72271127977004,0.2111640682142557
88.28652426160335,0.0007047280504017105,96.81427952412713,1.8137764929292808,83.82145093600289,0.16695441125975385
92.03190928270038,0.00021534159875151622,99.30731458555718,1.8166687596837408,83.97953679835138,0.517905025673401
95.48918776371306,0.00016271939964934527,101.18048991307194,1.8263838095512868,83.96285064399873,0.4808617630105063
98.94646624472571,0.00014167052000847724,102.5614678304488,1.862920307526434,83.94801850679636,0.4479344184212666
102.40374472573836,0.00016008828969423655,104.29379671222844,1.8233679416534736,83.9368944038946,0.4232389099793368
105.86102320675101,0.00014430162996358596,106.78085771839645,1.8129978057261567,83.97088471831668,0.2682121759288343
109.03019514767928,0.00020902693485925702,109.27265676839298,1.8131461270981801,84.64018490957318,0.14066197604570352
112.40515747438212,0.001011440296597224,111.76321980695593,1.810550503087767,85.90656690975567,0.05450138474494537
112.19936708860757,0.0007441946997283387,114.25584286457482,1.8125281213814155,88.54721705096156,0.05583451136253803
112.02650316455691,0.0005373894572568054,116.74681790694899,1.8108471458318145,91.03407205522399,0.04500705120481552
112.19936708860757,0.0003732081960580308,119.23985296837904,1.8137394125862745,93.52648911093726,0.04652734526805791
112.19936708860757,0.002441260620773365,121.73041600694202,1.811143788575862,95.86588795117953,0.07712357229365896
112.19936708860757,0.002251820704005548,124.22386307218326,1.8149507037911339,98.50926320330794,0.04499469109047993
112.19936708860757,0.0020623807872377315,126.71813414504686,1.8205869159280308,100.99962023996537,0.041941742849661345
112.19936708860757,0.001872940870469915,129.20663716455394,1.8134180496135572,103.48668124613334,0.03157160692234395
112.19936708860757,0.0016835009537020974,131.72621704296125,1.8093868866096297,105.97909830184662,0.033091900985585454
112.48747362869196,0.0014940610369342808,134.18982326073584,1.8128000438967917,108.46924933659847,0.029581628514360858
112.3722310126582,0.0012730478007051613,136.68121030692114,1.8120337168080036,110.96269640183965,0.03338854372963329
112.19936708860757,0.0033884602046124496,139.17300935691767,1.812182038180027,113.45325944040266,0.030792919719219825
112.19936708860757,0.003199020287844633,141.6670744278757,1.8173609260865176,115.94588249802155,0.03277053801286822
112.48747362869196,0.0030095803710768155,144.1566074569107,1.812478680924074,118.43871155754599,0.03520548053692174
112.48747362869196,0.002820140454308999,146.649024512624,1.813998974987316,120.92721457705309,0.028036614222448186
112.48747362869196,0.0026307005375411823,149.14082356262054,1.8141472963593395,123.41901362704962,0.02818493559447166
114.50421940928265,0.00039688818565400755,151.6369486526344,1.8238994265698913,125.90834065417911,0.02284536620162303
115.36853902953584,0.0001837682792902133,153.81444765239044,1.8506837943344872,128.40261172704265,0.028481578338519498
118.5377109704641,0.0000890483209063063,156.20607091858372,1.8260006460068925,130.89399877322802,0.027715251249730066
121.99498945147675,0.00010220387068184816,158.69457393809083,1.8188317796924185,133.38600382513013,0.028320896852160438
125.4522679324894,0.0001074660905920656,161.18513697665384,1.8162361556820055,135.87739087131547,0.027554569763371894
128.90954641350208,0.00013114608018804236,163.67673002474473,1.8159271528236225,138.36836591368964,0.025873594213770446
132.36682489451474,0.00013903941005336852,166.16852907474126,1.816075474195646,140.86037096559176,0.026479239816200817
135.8241033755274,0.0001521949598289104,168.66218214188808,1.8203397136413249,143.35381803083297,0.03028615503147325
139.28138185654004,0.0001074660905920656,171.1541871937902,1.8209453592437548,145.84623508654627,0.03180644909471475
142.73866033755272,0.00011272831050228305,173.64557423997553,1.8201790321549662,148.33906414607074,0.03424139161876916
146.19593881856537,0.00008641721095119757,176.13819729759442,1.8221566504486142,150.8316872036896,0.036219009912416666
149.65321729957802,0.000060106111400110365,178.62896633806298,1.8200183506686072,153.32348625368613,0.03636733128444014
153.11049578059067,0.00009957276072673944,181.1207653880595,1.8201666720406307,155.81363728843795,0.032857058813215545
156.56777426160335,0.00011799053041250049,183.61586046854546,1.8276321810991525,158.30873236892387,0.040322567871736936
160.025052742616,0.00009957276072673944,186.10868952806993,1.8300671236232064,160.79744139033656,0.0336110257876685
163.48233122362865,0.00014693273991869468,188.60069457997201,1.8306727692256364,163.29068245367222,0.03696061677253493
166.9396097046413,0.0002390215883474947,191.09043361091267,1.8262478482935989,165.78721954749727,0.04762739544389927
169.41732594936704,0.0004931868100109815,193.5822326609092,1.8263961696656223,167.422297872533,0.08193165677009162
171.16517229254566,0.0007257769300425786,196.0740317109057,1.8265444910376458,168.69452444106545,0.04825776127499992
173.11789439756208,0.001371275905695881,198.5680967818637,1.8317233789441363,171.1842634720061,0.04383284034296242
173.27795358649786,0.0011099189834884301,201.0617498490105,1.8359876183898152,173.67503251247467,0.04169454056295496
173.27795358649786,0.0009441590563165903,203.35216143610387,1.8500262362518498,176.16930358533824,0.04733075269985232
172.98984704641344,0.001841367551008612,204.98332572493342,1.8756413372003253,178.65986662390125,0.04473512868943885
173.27795358649786,0.001651138301254262,207.29021746447387,1.8340718006678438,181.15042966246423,0.042139504679025386
175.00659282700417,0.000667892511030191,209.7789264858866,1.8273602585837758,183.64264071627193,0.043202474511861766
176.30307225738392,0.00046792815444193954,212.2719615473166,1.8302525253382358,186.13279175102375,0.03969220204063717
178.46387130801682,0.00026796379785368717,214.76355459540756,1.8299435224798533,188.62500280483144,0.04075517187347266
181.9211497890295,0.00017061272951467144,217.25947368351586,1.8392383284599996,191.11721385863913,0.041818141706308154
185.37842827004215,0.0001521949598289104,219.74735869730617,1.8306974894543067,193.6086009048245,0.04105181461751961
188.8357067510548,0.0001364083000982598,222.23792173586918,1.8281018654438936,196.10019395291545,0.040742811759137076
192.29298523206745,0.000165350509604454,224.7299267877713,1.828707511046324,198.59549503530693,0.048665645048064476
195.75026371308013,0.0002074482688861918,227.222137841579,1.8297704808791595,201.08605807386994,0.0460700210376519
199.20754219409278,0.00021797270870662494,229.71393689157554,1.829918802251183,203.57826912767763,0.04713299087048739
202.66482067510543,0.00018903049920043075,232.2063539472888,1.831439096314425,206.07398221388033,0.05597047262022681
206.1220991561181,0.00016798161955956271,234.69877100300204,1.8329593903776669,208.5645452524433,0.05337484860981423
209.57937763713073,0.00016271939964934527,237.18933404156508,1.8303637663672538,211.0538722795728,0.04803527921696382
213.0366561181434,0.00014167052000847724,239.6848411258622,1.8387439238865877,213.54505332385253,0.04681162789776927
216.4939345991561,0.00015482606978402084,242.1733441453693,1.8315750575721133,216.03582236432112,0.04467332811776359
219.9512130801687,0.00017587494942488888,244.66452518964905,1.8303514062529183,218.52617940097852,0.041620379876944114
222.5441719409282,0.0002705949078087976,247.1583842587014,1.8350729699290032,221.01942046431415,0.04496997086181054
224.76670810729348,0.0006776652051491651,249.6530673353762,1.841623830526712,223.51224952383862,0.047404913385864056
224.56091772151893,0.00043240817004797354,252.14651440061743,1.845430745741985,226.00198855477925,0.042979992453826554
224.56091772151893,0.0013204077798971156,254.02525177958307,1.8674935498304959,228.4948176143037,0.04541493497788096
224.56091772151893,0.00109150121380267,255.76514387418217,1.8886334653819707,230.98764667382818,0.04784987750193448
224.56091772151893,0.0009099546269001786,257.5470603575213,1.8494107025579511,233.48212374859736,0.05394341386923873
227.44198312236284,0.00024165269830260343,260.03453336750044,1.839955215091447,235.97495280812183,0.05637835639329225
230.89926160337546,0.00017061272951467144,262.5290104422696,1.84604875145875,238.46839987336307,0.06018527160856468
234.35654008438814,0.00017324383946978016,265.0255475360947,1.856715530130114,240.9560788852478,0.051187108372466206
237.81381856540077,0.00017061272951467144,267.1088448073095,1.8719308308768685,243.446023918094,0.04721951167083471
241.27109704641344,0.00015745717973912783,267.8331475073581,1.9125832469256707,245.93802896999614,0.047825157273264196
244.72837552742612,0.00018113716933510458,268.44320743633614,2.002540159057986,248.43044602570944,0.049345451336506585
248.18565400843875,0.0002100793788413005,268.35400272544763,1.9625527171604227,251.0180948194918,0.06472143356961979
251.64293248945143,0.00026270157794347146,268.1755226744459,1.935103375244588,253.41198410664657,0.04506885177649256
254.8121044303797,0.000445826830819028,268.7255477623668,2.2342181421588525,255.90213514139845,0.041558579305267074
255.96453059071723,0.0006626302911199727,268.706018781717,2.190863805116354,258.3935221875837,0.04079225221647853
257.61085367691373,0.0008874022558563906,268.69118664451463,2.157936460527114,260.88552723948584,0.041397897818908014
259.7675369198312,0.0011656985145367315,268.6763545073123,2.1250091159378743,263.37959231044385,0.04657678572539847
260.28612869198304,0.0013539544318247497,268.6615223701099,2.0920817713486346,265.87097935662916,0.04581045863661082
262.30287447257376,0.00099941236537387,268.8536809476427,2.057703349336431,268.364632423776,0.05007469808228926
262.87908755274253,0.0007994480087856193,268.94463078895996,2.0291267649932165,270.8539594509055,0.04473512868943974
264.1755669831223,0.0005369947907635396,268.953591871853,2.2795056010833927,273.34534649709076,0.0439688016006512
267.81805681133204,0.0004453757833981515,269.82096289533274,1.9002169525332033,275.8350855280314,0.03954388066861281
270.36985759493666,0.00047845259426237356,269.85897024691377,1.9845932730431302,278.3283265913671,0.04289347165347923
272.96281645569616,0.0002705949078087976,269.8441381097114,1.9516659284538904,280.8186836280245,0.039840523412660644
276.4200949367088,0.0002074482688861918,270.83953931751427,1.8566042891010959,283.31171868945455,0.04273279016712106
279.87737341772146,0.00018639938924532203,273.32495230843756,1.8425755593305309,285.8043417470734,0.04471040846076946
283.33465189873414,0.00016798161955956271,275.8163393546229,1.8418092322417419,288.29655280088116,0.04577337829360495
286.79193037974676,0.00016798161955956271,278.3071083950915,1.8396709324617349,290.78999986612234,0.049580293508876494
290.24920886075944,0.00017061272951467144,280.79952545080477,1.8411912265249772,293.2826229237412,0.05155791180252489
293.70648734177206,0.00017324383946978016,283.2950325351019,1.8495713840443107,295.77442197373773,0.051706233174548366
297.16376582278474,0.00016271939964934527,285.78168153745867,1.8382865996561812,298.26642702563987,0.05231187877697874
300.6210443037974,0.000165350509604454,288.27306858364403,1.8375202725673927,300.7582260756364,0.05246020014900221
304.07832278481004,0.00017587494942488888,290.7644556298294,1.8367539454786046,303.2498191237273,0.05215119729061968
307.5356012658227,0.00016798161955956271,293.255224670298,1.8346156456985971,305.7416181737238,0.05229951866264315
310.9928797468354,0.00020218604897597435,295.74887773744473,1.8388798851442756,308.2332112218147,0.05199051580426062
314.450158227848,0.00020218604897597435,298.238822770291,1.8349122884426445,310.7227442508498,0.04710827064181711
317.9074367088607,0.00021534159875151622,300.7295918107596,1.8327739886626375,313.21454330084634,0.04725659201384058
321.3647151898733,0.00022323492861684238,303.22262687218966,1.8356662554170975,315.7063423508429,0.047404913385864944
324.821993670886,0.00022849714852705982,305.7212239850706,1.8509062763925233,318.19896540846173,0.049382531679512454
328.2792721518987,0.0002442838082577104,308.2142590465007,1.8537985431469832,320.68994045083593,0.04770155612991189
331.7365506329113,0.0003153237770456424,310.7027620660078,1.8466296768325088,323.1794734798709,0.04281931096746838
334.6176160337552,0.0003826801918964222,313.1898230721757,1.8362595409051923,325.672508541301,0.04571157772192791
337.1282587402049,0.000569413824138984,315.6803861107387,1.8336639168947793,328.16533760082547,0.048146520245982316
336.9224683544303,0.0007599813594589902,318.1725971645464,1.8347268867276147,330.657136650822,0.04829484161800668
340.25627260397823,0.0005874557209740137,320.6650142202597,1.8362471807908567,333.14955370653524,0.04981513568124818
342.3964926160337,0.0008033946737182815,323.1557832607283,1.8341088810108501,335.64052874890945,0.04813416013164673
343.8370253164556,0.0010625590042964757,325.6482003164416,1.835629175074092,338.12861976460533,0.04005064535636027
346.14187763713073,0.0012318270780751267,328.1391753588157,1.8339481995244906,340.6193888050739,0.0379123455763537
346.4299841772151,0.0014403863938500664,330.6287083878508,1.8290659543620476,343.11139385697606,0.038517991178783184
